,rating,标题,评论详情,review,sentiment
9036,1.0,迪拜网络用不了，希望3星让你看到,迪拜网络用不了，希望3星让你看到,迪拜网络用不了，希望3星让你看到，迪拜网络用不了，希望3星让你看到,0
9037,1.0,巨鸟多多不行,要画面没画面，有bug不更新，玩法停滞不前，外挂横行。对比赤潮自走棋真是差劲。一手好牌打的稀烂。,巨鸟多多不行，要画面没画面，有bug不更新，玩法停滞不前，外挂横行。对比赤潮自走棋真是差劲。一手好牌打的稀烂。,0
9038,4.0,使用非默认地图时棋子选择显示有问题，黑的只有轮廓,使用非默认地图时棋子选择显示有问题，黑的只有轮廓,使用非默认地图时棋子选择显示有问题，黑的只有轮廓，使用非默认地图时棋子选择显示有问题，黑的只有轮廓,1
9039,5.0,丑萌画风我的菜,之前看到有的人说画风不忍直视   搞不懂我觉得这画风丑萌丑萌的  明明超可爱啊   而且感觉界面玩法也做的比其他自走棋手游要强啊,丑萌画风我的菜，之前看到有的人说画风不忍直视   搞不懂我觉得这画风丑萌丑萌的  明明超可爱啊   而且感觉界面玩法也做的比其他自走棋手游要强啊,1
9040,5.0,巨鸟多多棒棒哒！！！,终于风大IOS公测了，确实很好玩！今天打了一把第一，哈哈哈。以后多多更新多多完善，辛苦了！ 谢谢！,巨鸟多多棒棒哒！！！，终于风大IOS公测了，确实很好玩！今天打了一把第一，哈哈哈。以后多多更新多多完善，辛苦了！ 谢谢！,1
9042,4.0,值得鼓励吧，真不是那么的糟糕,"登录问题其实很好解决，因为这个游戏默认的是游客登录，算作一个新的账号，所以就不能绑定之前预约的手机号了。
只需要在logo显示完之后的加载界面，按切换账号，再用自己预约的手机号登录就可以，密码忘了还可以找回
虽然ios的晚了这么久，游戏体验还是很不错的，种族需要多适应适应。
还是多给一些鼓励，不要一味地嘲讽。","值得鼓励吧，真不是那么的糟糕，登录问题其实很好解决，因为这个游戏默认的是游客登录，算作一个新的账号，所以就不能绑定之前预约的手机号了。
只需要在logo显示完之后的加载界面，按切换账号，再用自己预约的手机号登录就可以，密码忘了还可以找回
虽然ios的晚了这么久，游戏体验还是很不错的，种族需要多适应适应。
还是多给一些鼓励，不要一味地嘲讽。",1
9045,4.0,顶我上去让大家看到,开游戏有个自动登录上面有个切换账号，输入之前的手机账号就可以了,顶我上去让大家看到，开游戏有个自动登录上面有个切换账号，输入之前的手机账号就可以了,1
9046,4.0,不能直接合成升级吗 一定要拖一下棋子,对于刚接触的玩家感觉 很多棋子都一个样 不好区分,不能直接合成升级吗 一定要拖一下棋子，对于刚接触的玩家感觉 很多棋子都一个样 不好区分,1
9048,5.0,支持原创！,加油！！！！打败山寨！！！把每局时间缩短一点太长了,支持原创！，加油！！！！打败山寨！！！把每局时间缩短一点太长了,1
9049,5.0,快点更新下个大版本吧，想玩神法,巨鸟多多还是审核的慢，加油，好好做游戏,快点更新下个大版本吧，想玩神法，巨鸟多多还是审核的慢，加油，好好做游戏,1
9050,1.0,【好一个丨全球 丨唯一 丨正版丨】sixsixsix！,全球唯一正版？！全球，唯一，正版。敢问您当得起哪一个？做游戏也要讲良心，也要知敬畏懂感恩。怕不是韩国的吧？全宇宙都是你们的。,【好一个丨全球 丨唯一 丨正版丨】sixsixsix！，全球唯一正版？！全球，唯一，正版。敢问您当得起哪一个？做游戏也要讲良心，也要知敬畏懂感恩。怕不是韩国的吧？全宇宙都是你们的。,0
9052,1.0,抽奖机制真的蠢,真的很辣鸡 全是运气游戏 8分运气两分技术 经济站位都很好也赢不了天胡狗 ios还不能充值 真的垃圾,抽奖机制真的蠢，真的很辣鸡 全是运气游戏 8分运气两分技术 经济站位都很好也赢不了天胡狗 ios还不能充值 真的垃圾,0
9053,4.0,服务器不稳定，经常掉线假赛,游戏是好游戏，但是玩上两局手机就发烫，因为一局基本半小时。本身就是适合pc端的游戏，手机碎片时间真的玩不来，在公交上玩及其容易打不完一局。pc端又作死在国内名声不好的Epic上上架，难道说一手好牌真要打的稀烂？这里我还要说一句：我巴不得Epic死！,服务器不稳定，经常掉线假赛，游戏是好游戏，但是玩上两局手机就发烫，因为一局基本半小时。本身就是适合pc端的游戏，手机碎片时间真的玩不来，在公交上玩及其容易打不完一局。pc端又作死在国内名声不好的Epic上上架，难道说一手好牌真要打的稀烂？这里我还要说一句：我巴不得Epic死！,1
9056,5.0,这就是诚意，这就是速度,才公布没多久就开发完成上架了，不像暴雪，去年就做好的手游还要让玩家等两三年才能玩，这点真是比暴雪效率高太多太多，支持，希望越做越好,这就是诚意，这就是速度，才公布没多久就开发完成上架了，不像暴雪，去年就做好的手游还要让玩家等两三年才能玩，这点真是比暴雪效率高太多太多，支持，希望越做越好,1
9058,1.0,给个一星支持一下,是看到V社和LOL马上上线了IOS 就匆忙上线？毕竟等了这么久，给个一星支持一下,给个一星支持一下，是看到V社和LOL马上上线了IOS 就匆忙上线？毕竟等了这么久，给个一星支持一下,0
9059,5.0,目前手游最好的自走棋,刀塔霸业和英雄战旗，目前最好的还是多多，加油吧!,目前手游最好的自走棋，刀塔霸业和英雄战旗，目前最好的还是多多，加油吧!,1
9061,1.0,赶工作品,"首先默认游客号居然不能升级绑定预约的手机号，提示已有账号？那你当初倒是给我一个登陆界面，什么脑残设定
其次从建模到这些英雄名字就知道有多粗制滥造，虽然也没多少人会注意这个，但是看这些英雄造型和名字随便的想笑
当然，现在都在赶时间抢市场可以理解，但是后续麻烦真的好好看看这些英雄的沙雕模型和名字","赶工作品，首先默认游客号居然不能升级绑定预约的手机号，提示已有账号？那你当初倒是给我一个登陆界面，什么脑残设定
其次从建模到这些英雄名字就知道有多粗制滥造，虽然也没多少人会注意这个，但是看这些英雄造型和名字随便的想笑
当然，现在都在赶时间抢市场可以理解，但是后续麻烦真的好好看看这些英雄的沙雕模型和名字",0
9062,5.0,五星给巨鸟多多,千呼万唤始出来，出的太晚了，本来你是能成为ios第一家自走棋的，结果迟迟不上，硬拖到黄花菜都凉了，马上刀塔霸业也要出了，现在急了……说实话，早点抱个大腿是小游戏开发商的唯一出路，饭得一口一口吃，路得一步一步走，跨越太大容易扯到蛋,五星给巨鸟多多，千呼万唤始出来，出的太晚了，本来你是能成为ios第一家自走棋的，结果迟迟不上，硬拖到黄花菜都凉了，马上刀塔霸业也要出了，现在急了……说实话，早点抱个大腿是小游戏开发商的唯一出路，饭得一口一口吃，路得一步一步走，跨越太大容易扯到蛋,1
9064,5.0,nice,终于等到ios了，在安卓上已经玩很久了，很好玩。       搞不懂有些人评价抽奖系统干嘛，你下这个游戏是来玩抽奖的？,nice，终于等到ios了，在安卓上已经玩很久了，很好玩。       搞不懂有些人评价抽奖系统干嘛，你下这个游戏是来玩抽奖的？,1
9066,1.0,新手引导很差,新人进去看完了引导，然后发现一堆东西都没讲到。战斗的时候完全看不懂在干嘛。做个任务还要先买高级凭证？一局30分钟无聊的要死然后8个糖果，ok你开心就好。,新手引导很差，新人进去看完了引导，然后发现一堆东西都没讲到。战斗的时候完全看不懂在干嘛。做个任务还要先买高级凭证？一局30分钟无聊的要死然后8个糖果，ok你开心就好。,0
9067,5.0,还原度高，期待新棋子,原装正版，还原度高，棋子也在不断优化，希望越来越好,还原度高，期待新棋子，原装正版，还原度高，棋子也在不断优化，希望越来越好,1
9068,1.0,龙渊怎么和煞笔巨鸟合作了,垃圾音效垃圾建模垃圾手感垃圾体验 好意思说全球第一！？一个能做出好内容的公司被一个垃圾工作室带出的这是什么破游戏 恶心,龙渊怎么和煞笔巨鸟合作了，垃圾音效垃圾建模垃圾手感垃圾体验 好意思说全球第一！？一个能做出好内容的公司被一个垃圾工作室带出的这是什么破游戏 恶心,0
9070,1.0,垃圾，疯狂闪退,用iPad打一把闪退好几次，这垃圾游戏怎么还能过4分，老玩家了，坐等LOL家的了，卸载了，模型图像等等都不予评价了，我寻思就算是个小作坊，这东西也不至于这么差吧，我不是黑子，客观黑哈哈,垃圾，疯狂闪退，用iPad打一把闪退好几次，这垃圾游戏怎么还能过4分，老玩家了，坐等LOL家的了，卸载了，模型图像等等都不予评价了，我寻思就算是个小作坊，这东西也不至于这么差吧，我不是黑子，客观黑哈哈,0
9071,5.0,来咯来咯，他们真的来咯,今天开始搜索，没想到晚上就出来了，哈哈,来咯来咯，他们真的来咯，今天开始搜索，没想到晚上就出来了，哈哈,1
9072,1.0,唯一正版 谁给你勇气？,为了自己利益到处撕逼。巨鸟创世神。你v社爸爸马上来了。就问你慌不慌,唯一正版 谁给你勇气？，为了自己利益到处撕逼。巨鸟创世神。你v社爸爸马上来了。就问你慌不慌,0
9073,4.0,登不了账号。显示已存在什么意思,登不了账号。显示已存在什么意思,登不了账号。显示已存在什么意思，登不了账号。显示已存在什么意思,1
9074,4.0,好是好，但画风过于卡哇伊,所以还是玩正宗玩刀塔霸业吧，马上公测了,好是好，但画风过于卡哇伊，所以还是玩正宗玩刀塔霸业吧，马上公测了,1
9075,2.0,闪退还没重连,玩了三局没一局玩到最后的！总闪退还不重连！！！我去,闪退还没重连，玩了三局没一局玩到最后的！总闪退还不重连！！！我去,0
